author,date,time,comment
@voxxxytoyota6848,2022-04-03,2022-04-03T14:47:42Z,"Солдат - наёмный убийца, по приказу он будет стрелять в кого угодно, даже в свою мать."
@vanlyn7261,2022-04-03,2022-04-03T14:47:41Z,"Тепер ЗСУ не показуватиме полонених,бо їх не буде"
@terrier1126,2022-04-03,2022-04-03T14:47:39Z,"ви забули розказати що вони насилували 10 річних дівчат, дітей, а потім вбивали"
@odnokozav,2022-04-03,2022-04-03T14:47:34Z,"Однажды это закончится, очень  надеюсь  что как можно  скорее. <br>И все военные вернутся обратно, и с ними нам жить, только  как."
@nicklain178,2022-04-03,2022-04-03T14:47:33Z,"Я - глубоко травмированный человек, социальные взаимоотношения и личные трагедии меня не трогают. Год психотерапии и антидепрессантов и... весь прогресс коту под хвост. Просто смотрю на этот пиздец, умом понимаю, что происходит, но эмоций 0."
@dmitriy1407,2022-04-03,2022-04-03T14:47:25Z,"Максим, расскажи в своих видеороликах что у большинства погибших в Буче есть белые повязки.Такие повязки использует армия рф, чтобы не стрелять по своим.<br>Возможно мирные жители носили такие повязки чтобы их случайно не застрелили военные из РФ.<br>А после того как военные из рф ушли - этих белоповязочников могли по ошибке застрелить украинские военные"
@user-uv7ox5zs6j,2022-04-03,2022-04-03T14:47:15Z,"Maxim, tell me about your Cheeving sertification. Why not? Are you shy?"
@user-ui6ny7xh2k,2022-04-03,2022-04-03T14:47:04Z,В это невозможно поверить... это невозможно просто.... не может быть....
@user-dm8mk3sl9p,2022-04-03,2022-04-03T14:47:03Z,"Законное право имеет любой Украинец, знаете на что? На все..."
@Tenden28,2022-04-03,2022-04-03T14:46:50Z,"а еще речь. в тех роликах, что со стороны россии, там через слово мат, у украинцев даже во время или после боя, даже там где стреляли по ногам - было меньше мата, чем в норме у российского шакала (так в армии называют &quot;офицеров&quot;)."
@dimajakin,2022-04-03,2022-04-03T14:46:43Z,"И тысячи изнасилованных девчонок и женщин. К нам в Литву приезжают люди и мы слышим эти рассказы. У вас не армия, у вас бандиты, у вас не люди там служат, а уроды"
@user-vi3wl5vo3e,2022-04-03,2022-04-03T14:46:35Z,Ботокс головного мозга.
@user-ti1cz6zn4x,2022-04-03,2022-04-03T14:46:33Z,"Сироти війни, сиві діти із закатованими батьками, виростуть хижаками, головним азартом життя яких стане сморід російської крові.<br><br>Русофобію знищено. Відтепер це полювання."
@user-zp3ru3dl1t,2022-04-03,2022-04-03T14:46:32Z,"россияне, а ведь все эти звери живут рядом с вами, в ваших подъездах, ваших городах. и ничто не помешает им изнасиловать вашу дочь, или выстрелить в затылок вашему отцу. или убить вас. с чего они будут останавливаться?  вы сами создали эту страну монстров, и вам в ней жить. и возможно простой парень, который сидит рядом с вашей дочкой в трамвае - уже мечтает как будет резать ее на куски и насиловать. живите теперь в этом!"
@vitalyshibaev6069,2022-04-03,2022-04-03T14:46:31Z,😢
@kruger_xx4031,2022-04-03,2022-04-03T14:46:29Z,Никогда не простим!!!🇺🇦
@jjanderson1884,2022-04-03,2022-04-03T14:46:26Z,К сожалению орков сама Россия остановить уже неспособна. Только Украина может это сделать.
@usernameg99,2022-04-03,2022-04-03T14:46:24Z,"Посмотрите на это учителя врачи и прочие бюджетники, это и ваших рук дело, голосовали столько лет за карлика, подтасовывали выборы, и учили этому молодежь. Максиму спасибо, пусть ролики выворачивают душу, но мы обязаны знать  правду о войне!"
@TheFunbaraban,2022-04-03,2022-04-03T14:46:20Z,Спасибо вам Максим. Весь мир уже знает
@olega.kondratyuk2130,2022-04-03,2022-04-03T14:46:09Z,"GOD BLESS UKRAINE 🇺🇦 🙏❤,, we need to stop putler"
@obamaasad2414,2022-04-03,2022-04-03T14:46:04Z,"ой да ладно мы не знали мы не хотели, вспоминаем осетию ищем фото видео той эпохи, как русские соллаты занимались мародерством тащили всё подряд обвешивая военную технику ништяками. Я лично знаком с беженцам из осетии как  то были совместные дела с той семьёй  пересказывать ничего не буду но поведение 1 в 1."
@user-jy8kd5gb8y,2022-04-03,2022-04-03T14:46:03Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m24s"">8:24</a>-<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m27s"">8:27</a> внимание на якобы труп мужчины справа"
@user-fe9pf1yt2x,2022-04-03,2022-04-03T14:46:02Z,Спасибо!
@user-qg6pl9rm3c,2022-04-03,2022-04-03T14:46:00Z,🥺🥺🥺
@friendlyTomas,2022-04-03,2022-04-03T14:45:58Z,Популист поверил в фэйки
@Hijackuk,2022-04-03,2022-04-03T14:45:56Z,"Те кто поддерживает войну среди русских - довольно наследили в интернете. Необходимо будет с ними разобраться, когда все кончится."
@AntonDingo,2022-04-03,2022-04-03T14:45:52Z,"Это трагедия, просто нет слов все это описать(((("
@user-yb6pc5cn8h,2022-04-03,2022-04-03T14:45:52Z,"Спасибо автору за честные будни нашей сегодняшней Украины и за показанный геноцид, который творит  над мирными жителями Украины , российско-фашистский солдат! Земля этим нелюдям- стекловатой! Такое не должно оставаться безнаказанным!"
@irinaair4107,2022-04-03,2022-04-03T14:45:49Z,"Дорогой, Максим!!! Спасибо Вам за честность и за смелость!!!"
@user-cz8mw8ht6w,2022-04-03,2022-04-03T14:45:40Z,Комментарий для распространения видео
@balslavkin4249,2022-04-03,2022-04-03T14:45:37Z,Позор. Кому это нужно было? Кто то ещё может это оправдывать? Чем?
@AlexSandro-jf7ph,2022-04-03,2022-04-03T14:45:36Z,"Спасибо, сто говорите и показываете все ужасы с Украины."
@EANNO,2022-04-03,2022-04-03T14:45:34Z,"К сожалению, стоит отметить, что руSSкая армия как террористы ведут себя по всей территории Украины. Просто остальные территории и населенные пункты ещё не удалось полностью освободить и увидеть всю бесчеловечность там. 😢 Максим, тебе спасибо за твои ролики и за то, что очень детально показываешь кравожадность террористического режима россии."
@a.krugliak,2022-04-03,2022-04-03T14:45:30Z,"Я служил в этой сраной армии РФ больше 10 лет назад и ни разу ни удивлен.<br>И увы... я неверю, что Россия когда-либо станет нормальной страной :("
@user-tb8vm9fp2n,2022-04-03,2022-04-03T14:45:26Z,Никогда больше
@VladShamaida,2022-04-03,2022-04-03T14:45:24Z,"Спасибо, Максим"
@DimaM20,2022-04-03,2022-04-03T14:45:22Z,"Зайдя в Бучу, тербаты хватали людей, затаскивали в подвал, пытали, чтобы выведать информацию и расстреливали за «сотрудничество» с войсками РФ.<br><br>И теперь они выдают убитых ими людей за жертв российской агрессии. И мир им верит. Делает вид, что верит. Фантастическая мистификация!"
@bac197980,2022-04-03,2022-04-03T14:45:21Z,это ад...
@user-he3dm2xq5b,2022-04-03,2022-04-03T14:45:18Z,"А вы знаете, что по тв вражескому уже показывают что все эти фото из Ирпень и бучи инсценировка, что тела ненастоящие, у кого-то рука шевелится. Это же как возможно дойти до таких фейков? Это не дно, это хуже"
@nikandre5719,2022-04-03,2022-04-03T14:45:17Z,"А что с трупом что на <a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a> рукой двигает?"
@NickToTrick,2022-04-03,2022-04-03T14:45:17Z,"Пусть ярость благородная<br>Вскипает, как волна, -<br>Идёт война народная,<br>Священная война!<br><br>Дадим отпор душителям<br>Всех пламенных идей,<br>Насильникам, грабителям,<br>Мучителям людей.<br><br>Русские во всем мире, рубеж пройден. Каждый украинец теперь имеет полное моральное право проявлять свою ярость на вас. Единственный шанс для вас - молить о пощаде."
@juliabright6267,2022-04-03,2022-04-03T14:45:13Z,Спасибо за правду
@vlad_tlt,2022-04-03,2022-04-03T14:45:13Z,ГДЕ ССЫЛКИ НА ИСТОЧНИК?!
@user-mi1vb4uj6y,2022-04-03,2022-04-03T14:45:07Z,Максим уже как наркотик. Если его не посмотрю то чего то не хватает как будто😀
@el-WANS,2022-04-03,2022-04-03T14:45:00Z,Там не только Буча и Ирпень. Там десятки похожих городов. До сих пор находят розтерзаные тела погибших мирных жителей в подвалах...
@yurii_zh,2022-04-03,2022-04-03T14:44:59Z,У цьому відео в Максима навіть голос інший
@user-by2xb9mc3n,2022-04-03,2022-04-03T14:44:50Z,"На жаль, більшість Ваших глядачів  цього не зрозуміють(((("
@igrigrigrigr,2022-04-03,2022-04-03T14:44:49Z,Расєє ніколи не буде &quot;нормальной страной&quot;. Лише Німеччина змогла. Расєє не Німеччина. Вона проклята.
@elma2342,2022-04-03,2022-04-03T14:44:49Z,Ужас
@tania8676,2022-04-03,2022-04-03T14:44:46Z,Какой ужас! Это не могли сделать нормальные люди...вообще люди....
@ludaluda6160,2022-04-03,2022-04-03T14:44:44Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=0m46s"">0:46</a> беларуского сдек! Давай не передергивать! Солдаты всегда марадерничали! Но по одному отряду всех не судят! Мне жаль мирных жителей, с ними происходит ужас и словами это не передать! И как в той истории где насиловали как свои так и не свои! Просто все это даёт агресию против простых жителей России, а они тут не причём. Половина посажена, другая запугана… и мы и украинцы любим халяву, а автомат даёт власть. Нет тут правых и не виноватых, война все спишет… за что простым людям это, я про две стороны (про тех кого сажают тут и тех кто страдает там… думаю меня поймут, а не будут хамить…"
@natalynataly1435,2022-04-03,2022-04-03T14:44:40Z,"Интересно, что на этот раз придумают? Опять мы сами себя? Или что? Максим, спасибо огромное за смелость! Для Украины очень важна информационная поддержка🙏"
@user-mi8kt6di3w,2022-04-03,2022-04-03T14:44:39Z,Спасибо Максим за правду!
@phanhuybach92,2022-04-03,2022-04-03T14:44:21Z,Это позор!!! Какое ПОЗОРИЩЕЕЕЕЕЕ!!!
@user-rx1lg3do7o,2022-04-03,2022-04-03T14:44:20Z,Нормально так киевфильм наснимал
@user-qr8br7dy8q,2022-04-03,2022-04-03T14:44:18Z,"Дякуємо, що розказуєте і показуєте правду!"
@doctormanhattan3020,2022-04-03,2022-04-03T14:44:09Z,Я не прощу никогда русским. Даже детям про вас буду говорить и внукам😡пусть они передают своим детям и внукам про русских!!
@paniHannochka,2022-04-03,2022-04-03T14:44:08Z,"Чисто Оруэлл.. ядовитая пропаганда.. жизнь в дерьме.. зомбирование, запреты.. не думала я когда читала его пару лет назад и хотела прочесть ещё раз.. что можно будет и не читать, а просто видеть как книга, ужасная, воплощается в жизнь .."
@_silverSpruce,2022-04-03,2022-04-03T14:44:03Z,"Спасибо за новое видео, Максим. Я не знаю, как комментировать весь ужас, что сделали эти нелюди. Я знаю, как много уродов вокруг, поэтому легко могу поверить в то, на что они способны. Ни один из них не избежит правосудия, лишь бы оно скорее наступило."
@user-yb8zb5pb3e,2022-04-03,2022-04-03T14:44:02Z,"Почему? Почему украинцы не называют тех, кто это сделал?!? Я верю Украине, но почему пострадавшие ходят, плачут и как будто скрывают вину настоящих преступников. ,,Они,,, гады,, и прочее. Почему не называют: РУССКИЕ? Редко, очень редко я вижу, когда обвиняют ,,русский мир,,. Вот даже в этом кошмарном видео. Если я его покажу кому-нибудь, никто не поверит, что это русские солдаты. Я просто знаю, что ответят, что это нацики, и нашу армию дискредитируют. Я искала подтверждений, где пострадавшие сами обвиняют убийц. У нас из Мореуполя приехала родственница, рассказывает тем, кто за войну в Украине, что еле выбрались...и не слова- кто это устроил! Все время какие то ,,Они,,!! Да кто они?? Зачем молчите!?!"
@user-yi2yz2kz8s,2022-04-03,2022-04-03T14:43:58Z,Это ад на земле.  Нет оправдания таким зверствам.
@maxoleji6197,2022-04-03,2022-04-03T14:43:55Z,Русский мир во всей своей красе
@user-zx3fv3eb5z,2022-04-03,2022-04-03T14:43:53Z,Нужно титры на всех языках этого видео сделать!!!
@artxxxxx13,2022-04-03,2022-04-03T14:43:52Z,"Я из Харькова. Каждый день, видя фото и видео прихода &quot;русского мира&quot; к нам в Украину, я всё лучше понимаю террористов из Будённовска, Беслана, &quot;Норд-Оста&quot; и др. Они все больше начинают видеться мне как герои-мстители, а не как террористы. С каждым днём я всё меньше понимаю, зачем Украинская армия берет пленных, а взяв их, мне не понятно, почему их не казнят самым жестоким образом. Мне стыдно, что мои корни идут из этой гнилой помойки, которая зовётся россия. Я Горжусь, что я Гражданин Украины. За видео спасибо..."
@newformat7674,2022-04-03,2022-04-03T14:43:52Z,спасибо Максим
@user-xb5rh8jc1b,2022-04-03,2022-04-03T14:43:48Z,Это все за гранью добра и зла.
@user-os7ht5qq8g,2022-04-03,2022-04-03T14:43:40Z,Нет слов….
@user-lu4xn6lv8k,2022-04-03,2022-04-03T14:43:38Z,Сердце обливается кровью
@dundosier,2022-04-03,2022-04-03T14:43:33Z,Почему у убитых белые повязки?
@user-if2gn1jh8l,2022-04-03,2022-04-03T14:43:29Z,"Спасибо, что Вы есть!"
@jossejoestar,2022-04-03,2022-04-03T14:43:22Z,А скоро эти &quot;люди&quot; вернутся домой...
@eriptaha9542,2022-04-03,2022-04-03T14:43:18Z,"Все в страшной реальности, Боже абсолютное зло рядом с нами всеми. Звери вокруг - за телевизор, за сковороду... Спасибо. Безоружных...."
@shomaexe3682,2022-04-03,2022-04-03T14:43:17Z,Ужасно и отвратительно осознавать что мы позволили кучке зверей под предводительством Путина управлять нашей страной. Мы никогда не отмоемся от крови жертв фашизма. Остаётся надеятся на скорое окончание войны и справедливого суда над виновными
@matsumbra4984,2022-04-03,2022-04-03T14:43:16Z,Это видеть реально больно. Я не удивлюсь если от командующих Украинский военных сил прозвучит приказ пленных не брать.
@smersh36,2022-04-03,2022-04-03T14:43:13Z,"Дополнение, ещё в Буче нашли несколько голых женщин, которых изнасиловали орки и хотели сжечь тела"
@user-cv3nm7sg9i,2022-04-03,2022-04-03T14:43:08Z,🇺🇦🇺🇦🇺🇦🇺🇦
@vitaloyanich5690,2022-04-03,2022-04-03T14:43:06Z,"Ну что, россияне, так кто 8 лет стрелял на Донбасе? А кто на это смотрел, ничего не делая, чтоб остановить ? Кто &quot;распинал мальчиков&quot; и стрелял по мирным городам? <br>Все это время даже Кац был &quot;не уверен&quot; что там происходит, и говорил, что &quot;виноваты обе стороны&quot;... <br>Так были ли &quot;зеленые человечки&quot; - &quot;вежливые люди&quot;, которые &quot;совсем никак не помогали&quot; проводить референдум в Крыму ??  Спасли ли ВЫ здесь ВАШИМИ войсками, послаными ВАШИМ руководством - хоть одного несчастного, замученого за русский язык, украинца ???"
@Sting290,2022-04-03,2022-04-03T14:42:51Z,Спасибо Максим
@OZmicer,2022-04-03,2022-04-03T14:42:51Z,"А давайте не забывать что Хатынь сожгли украинцы!!! И нет доказательств, что они были связаны с УПА. Т.е. обычные украинцы сожгли заживо обычных женщин и детей!"
@Cral_CTOYA,2022-04-03,2022-04-03T14:42:51Z,"Как будет пропаганда это объяснять? Ведь &quot; украинских фашистов&quot; там уже нет, скажут что всё фейки? <br>Просто ужас"
@saeufernase,2022-04-03,2022-04-03T14:42:45Z,"лучшая санкция против России это прекращение западом поставки необходимых лекарств в Россию - тогда там будет хуже Бучи и Ирпеня, совсем без использования оружия. Куда запад смотрит?"
@rauanrauan5872,2022-04-03,2022-04-03T14:42:42Z,"Я раньше не понимал почему совки зная что Сталин убил миллионы человек, боготворили его. Хотя их же родственники погибали или гнили в лагерях. Теперь вижу тоже самое. Значит дело не в совке и сталине, дело в самих людях жаждущих смерти других"
@Vetehinen,2022-04-03,2022-04-03T14:42:41Z,Найдём всех. Поименно.
@denshon2377,2022-04-03,2022-04-03T14:42:40Z,Спасибо Максиму и его команде!!!
@Izopeskovasofia2001,2022-04-03,2022-04-03T14:42:31Z,😭😭😭😭😭😭😭
@user-nv2lz3tg9i,2022-04-03,2022-04-03T14:42:27Z,"Вот, что бывает, когда руководство большой страны путает художественное (тезисы пропаганды) с документальным (реальные факты положения дел в армии, стране, в мире)!"
@igrigrigrigr,2022-04-03,2022-04-03T14:42:22Z,Москавіти це не зрозуміють.
@user-ug7pq7gr7y,2022-04-03,2022-04-03T14:42:17Z,"Не верю, подстава"
@mallgash7969,2022-04-03,2022-04-03T14:42:15Z,"Миша,ты ясное солнышко среди тучного неба России!<br>Свети пока есть силы🙏"
@user-hh4no4zb7m,2022-04-03,2022-04-03T14:42:14Z,"Ясно, понятно откуда ваша команда черпает информацию, а как же критически оценивать ситуацию?"
@user-wr6po3nh2o,2022-04-03,2022-04-03T14:42:03Z,"То, что сейчас творится во многих городах Украины -это ужас и катастрофа.  Я слушала Ваше интервью, что нельзя поддаваться ненависти, что не все русские плохие, что это преступления Путина. Но я не могу представить как??? Как возможно не провалится в ненависть после того, что сделали с любимым Харьковом, что творится в Мариуполе и Изюме, после кадров с Бучи, Ирпеня, Гостомеля. В Украине Ад, и творец этого ада русский солдат. Как не пропитаться ненавистью? Подскажите, потому что я только рыдаю от бессилия ((((("
@nickistbeschaftigt9363,2022-04-03,2022-04-03T14:42:01Z,При этом 81% подержувают эту резню
@nataliakryukova2139,2022-04-03,2022-04-03T14:41:55Z,Слов нет. Боль. Боль за Украину и за Россию.
@user-xe9rs4hz6x,2022-04-03,2022-04-03T14:41:54Z,"Россияне скажут, что это украинцы друг друга убивают"
@user-yl9gl1jj3b,2022-04-03,2022-04-03T14:41:46Z,Этим ...нет прощения...я бы такое нк простила никогда... слёзы градом....ненавижу...
@user-wz6mo8tp8o,2022-04-03,2022-04-03T14:41:44Z,"Не могу остановить слезы... Господи прости нас, потому что украинцы не простят."
@dontmindmejustwatching,2022-04-03,2022-04-03T14:41:42Z,"Ну хороший сюжет, но а правда где? Кому верить то? Все постят разное."
@nellio3282,2022-04-03,2022-04-03T14:41:35Z,"Кто ведётся на тезис &quot;в этой войне виноват только путин&quot;, глубоко ошибаются. Не ребятки, отвертется и огородиться не получится. Вы, россияне, будете все отвечать за этот беспредел.ваш паспорт, как доказательства того, что вы являетесь властью. Народ же изберает власть, не так ли? И учитывая ваши настроения по поводу этой войны, вы все будете отвечать, просто пока вы к этому не готовы."
@user-he7pc9gz3l,2022-04-03,2022-04-03T14:41:35Z,Спасибо большое Максим за вашу работу.<br>Спасибо за правду.
@1983Boria,2022-04-03,2022-04-03T14:41:27Z,Спасибо за правду
@RollerShop_ua,2022-04-03,2022-04-03T14:41:16Z,🔥🔥🔥🔥
@international_2396,2022-04-03,2022-04-03T14:41:13Z,Я даже не знаю как это комментировать...
@user-fw9di4pv2s,2022-04-03,2022-04-03T14:41:11Z,"Кто породил этих монстров и как жить с ними в одной стране, когда эти вояки вернутся с победой"
@alexj9990,2022-04-03,2022-04-03T14:40:51Z,💙💛
@Butcer,2022-04-03,2022-04-03T14:40:36Z,Пи3дец…. За свастики и фразы «можем повторить» надо людей принудительно к психиатру отводить.
@-BELaRUS-,2022-04-03,2022-04-03T14:40:34Z,"Надеюсь все это обман и фейки. А самому  автору канала, придется дать объяснения, почему все это показывает и с какими целями?? ... Очень большой вопрос , надеюсь не ради денег..."
@Katanafromua,2022-04-03,2022-04-03T14:40:31Z,"Спасибо, Максим, за правду."
@alvinmcconam8928,2022-04-03,2022-04-03T14:40:26Z,"Респект Максиму, в этот раз получилось очень подробно. Но Максим нас ещё пожалел, не упомянув о трупах женщин, обложенных тряпками и покрышками, которых преступники не успели поджечь, видимо, из-за отступления (что с этими девушками сделали оккупанты ещё до их убийства, догадаться не трудно - тела лежали без одежды)."
@CrimsonKoenig,2022-04-03,2022-04-03T14:40:14Z,Мир не должен забыть об этих ужасах войны. Терор против мирных это позор любой армии
@user-mc7mx9tp8c,2022-04-03,2022-04-03T14:40:12Z,Спасибо за видео
@nataliagluck3542,2022-04-03,2022-04-03T14:40:12Z,"Господи , вразуми русскую армию ! Это же просто монстры . <br>Где ваше милосердие , сострадание? Как может брат идти на брата ? У меня нет слов!"
@user-kg9hv7tb6m,2022-04-03,2022-04-03T14:40:09Z,То есть вот в этих домах и жили нацисты по мнению Путина?
@user-vit198,2022-04-03,2022-04-03T14:40:09Z,"Смело, Максим, смело. Генералусы про Бучу не комментируют, щас будут говорить, что это все фейки... Все дома, якобы, взорваны самими украинцами и тд. Мне стыдно и страшно, что это все происходит в 2022 году. Центр Европы... Неужели непонятно, что &quot;освобождать&quot;, &quot;помогать&#39; братской стране таким способом, это натравить на себя вообще всех. Теперь нас ненавидит вся Украина, даже русскоговорящая. По сути, наши власти сделали то, что не могли сделать англосаксы, они реально поссорили 2 народа, ментально почти идентичные. Я за то, чтоб уничтожали откровенно нацистские отряды, типо Азов и иде с ними. Но это маленький процент. А так, наша армия воевала с армией украины,... В 2022 году, армия России воюет с украинской армией((((просто страшно об этом подумать. Всего 30 лет назад жили в одной стране... Пиздец"
@vladser6062,2022-04-03,2022-04-03T14:40:03Z,Где вы были 8 лет? Все началось с крымнаш!(((( И &amp;5% рашистов это поддержало((((
@user-dn4ov9bf1f,2022-04-03,2022-04-03T14:40:02Z,"Какой ужас!!! Спасибо вам, пожалуйста, говорите, кричите - надо открывать глаза на происходящее!!!! 🙉🙏🙏🙏"
@user-mc7mx9tp8c,2022-04-03,2022-04-03T14:40:00Z,Спасибо
@White8verl8rd,2022-04-03,2022-04-03T14:39:57Z,Почему сложно поверить?! Кто знает историю тому это кажется повторением. Внучата большевичков в действии
@yuukiasuna6777,2022-04-03,2022-04-03T14:39:53Z,ненависть единственное что после этих зверств заслуживает Россия
@svetlana9543,2022-04-03,2022-04-03T14:39:51Z,"Убийства, грабежи, пытки - это зверства, одобренное командирами и правительством. Но изнасилование... групповое изнасилование женщин и совсем девченок лет 15... каким словом описать это? Какое может быть оправдание этим скотам за покалеченное тело и психики девочек?? <br>Нет прощения этим тварям. Нет! <br>Это не солдаты, это мрази!!!"
@user-zn8zt8gq2l,2022-04-03,2022-04-03T14:39:49Z,Оххх Росія за це відповість після цього полонених не буде
@user-ii9vo5lt5b,2022-04-03,2022-04-03T14:39:49Z,"Судить, всех под суд!!!!"
@user-iy9gy8nv9b,2022-04-03,2022-04-03T14:39:46Z,"Изуверы, слов нет🤦‍♀️🤦‍♀️🤦‍♀️"
@klikmenask8166,2022-04-03,2022-04-03T14:39:44Z,"Нету времени ждать, надо идти на Кремль!"
@valter1408,2022-04-03,2022-04-03T14:39:42Z,"Спасибо,россия ты убила мою страну и людей"
@FacadeSolutions,2022-04-03,2022-04-03T14:39:38Z,Куда же ты умник будешь бежать?
@adoowan,2022-04-03,2022-04-03T14:39:30Z,"Мое уважение за ваш труд, спасибо 🙏"
@user-nd1zv2po7e,2022-04-03,2022-04-03T14:39:17Z,"Сейчас &quot;наши&quot; расскажут, что это всё сделали украинские нацисты и народ схавает."
@vladvladumirov3300,2022-04-03,2022-04-03T14:39:05Z,Руские ми вас варежем! И этого коментатора! Пох что он норм!
@Jake-kl6xl,2022-04-03,2022-04-03T14:38:53Z,Байкот СДЕКа?
@mofer7342,2022-04-03,2022-04-03T14:38:49Z,Суки ненавиджу 🤬🤬🤬
@MrPUZZQ,2022-04-03,2022-04-03T14:38:45Z,"это же как нужно было плохо встретить новый год, чтобы вот так сейчас его проводить"
@Bork_In_Volcanic,2022-04-03,2022-04-03T14:38:44Z,"А что ещё страшнее чем Буча, так это будущее Мариуполя, который в разы больше."
@DrRadio155,2022-04-03,2022-04-03T14:38:36Z,"Россиян ещё понять можно, но здесь, в Казахстане, я не могу понять своих соотечественников, которые поддерживают путина."
@Khoroshek,2022-04-03,2022-04-03T14:38:21Z,"Это пиздец, который не укладывается в голове. Каждый за все ответит. Спасибо за вашу работу."
@ewasoyka,2022-04-03,2022-04-03T14:38:19Z,"Путин и его ОПГ за 20 лет оболванивания ненавистью взрастили садистов, варваров"
@Dr.ivanov95,2022-04-03,2022-04-03T14:38:19Z,Максим ! Ещё раз спасиьо за те видио что вы делаете!
@kazakhdoge1822,2022-04-03,2022-04-03T14:38:17Z,"Несколько назад я узнал как красноармейцы &quot;освобождали&quot; Германию, Польшу, Венгрию и т.д. Вообще трудно было поверить как наши деды или прадеды могли вообще сотворить такое. Теперь узнав как российские солдаты &quot;освобождают&quot; украинцев мне все стало понятно."
@BonWin,2022-04-03,2022-04-03T14:38:11Z,Тяжело смотреть
@ir.p4009,2022-04-03,2022-04-03T14:38:10Z,"Трибунал, для всех оккупантов, минимум по 10 лет каждому, кто хоть как-то участвовал в &quot;спецоперации&quot;. Как найти того, кто стрелял? Сложно. Поэтому под трибунал всех участников. Был в Буче военнослужащий в те дни - 10 лет. Не согласна с позицией Максима, что то кто нажал кнопку Пуск не виноват, а виновен тот, кто отдал приказ. Виноват каждый солдат, который исполнял &quot;преступный приказ&quot;."
@user-wi9db8yi3f,2022-04-03,2022-04-03T14:38:10Z,"Максим, если сказать что я испытала шок, не сказать ничего. Душа надорвана и нет сил жить рядом с людьми убежденными в силу армии русской и путина, я думаю что суды в нашей стране это невозможно, зло и зверства этих ублюдков скорее всего не будет наказано, страшно, больно, стыдно за страну"
@roxygoural8221,2022-04-03,2022-04-03T14:38:08Z,"Aldy I Semashki,vspomnite,eto bylo v 90 h godah,toje samoe v Chechne bylo."
@99percent28,2022-04-03,2022-04-03T14:38:05Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a> труп живой ?"
@blackblood6982,2022-04-03,2022-04-03T14:38:05Z,"Ужасно...Даже слова подбирать трудно... Первые недели ты сидишь, вскипая от ярости, дальше - она перерастает в бессильную ярость, когда ты сидишь мрачный слушаешь, что же произошло на этот раз, и почти без эмоций, кроме тех, что остались где-то в глубине тебя, смесь злобы, разочарования и страха, и не понимаешь, что делать дальше, что будет дальше?..."
@steeppet7702,2022-04-03,2022-04-03T14:38:03Z,Не Мария а МРІЯ по русски Мечта вроде как
@Belle-zq3xc,2022-04-03,2022-04-03T14:37:55Z,"Кадры трупа мужчины под люком мне теперь будут снится, это зверство которое невозможно описать словами"
@user-os7ho4br7d,2022-04-03,2022-04-03T14:37:53Z,"Христианский теолог, философ и проповедник Аврелий Августин, живший ещё в V веке н.э. говорил: &quot;Что есть государство без правосудия? Шайка разбойников, да и только&quot;. И вот эту российскую шайку разбойников мы видим в Украине в XXI веке. Ведь все эти солдаты и офицеры  верят, что действуют в интересах государства, исполняют приказ, высшую волю, они считают, что  так надо, а в этом случае легко отбрасываются все моральные соображения и они готовы совершать любые преступления. Тем более руководство сказало - вам за это ничего не будет.<br>Не забудем, не простим!"
@user-zn4rt8vz2k,2022-04-03,2022-04-03T14:37:52Z,"Для всех тупых запомните, россия капиталлистическая царская всегда воевала с кем нибудь,пришла революция и наступил долгий мир за исключением гитлера с нападением: весь мир придерживался порядка,но теперь у нас сново капиталлизьм и войны будут не скончаемы у нас мирно без социалистической идиологии жить не могут коррупция воровство убийства лож по всюду, это порядок россии ! Думайте что выбор должен быть в какую идиологию!"
@gregoriminin2206,2022-04-03,2022-04-03T14:37:46Z,"Я Украинец, и я даже осознавая что многие люди не виноваты в этом, и многие НА РАССИИ хотят остановить эту войну. Тем не менее  я не могу, просто не могу убедить себя в том я не должен ненавидеть все Руськое и каждого человека и каждый курочек России в отдельности. <br>Сознание говорит что они не все виноваты, а сердце хочет сжечь всю вашу страну вместе каждым жителем."
@romanmrmind,2022-04-03,2022-04-03T14:37:45Z,"не па сабе, але дзякуй за падсумаванне і асьвятленне злачынстваў у Бучы! ... Гэта неабходна."
@user-jv3xg1ud6s,2022-04-03,2022-04-03T14:37:39Z,Слава Украине!
@sgoidenkosgo9330,2022-04-03,2022-04-03T14:37:39Z,"Макс, спасибо тебе!!!!!!!!!"
@user-kg9hv7tb6m,2022-04-03,2022-04-03T14:37:38Z,Уникальная машина была.
@alexk4894,2022-04-03,2022-04-03T14:37:37Z,"Каждый, у кого курица на паспорте, будет безжалостно уничтожен!"
@ua-trinnua,2022-04-03,2022-04-03T14:37:37Z,Они в России считают что индульгенцию им дает страх перед ядерной триадой.
