Date,Closing,Opening,High,Low,Volume,Diff %
18.08.2020,422.16,430.63,433.65,415.45,8180000.00,-1.95000
17.08.2020,430.56,433.62,444.86,420.71,7830000.00,-0.71000
16.08.2020,433.63,432.22,436.58,413.22,7020000.00,0.34000
15.08.2020,432.18,438.04,442.7,428.75,7270000.00,-1.34000
14.08.2020,438.03,424.28,443.74,418.37,8670000.00,3.23000
13.08.2020,424.31,387.15,430.33,377.57,12040000.00,9.61000
12.08.2020,387.12,379.03,389.21,367.05,8590000.00,2.14000
11.08.2020,379.01,395.52,398.13,367.38,9440000.00,-4.18000
10.08.2020,395.53,390.22,399.05,386.45,8010000.00,1.36000
09.08.2020,390.23,396.78,399.93,384.31,4970000.00,-1.65000
08.08.2020,396.76,379.57,396.77,376.38,4940000.00,4.53000
07.08.2020,379.57,394.8,398.14,366.44,8340000.00,-3.86000
06.08.2020,394.83,400.8,403.18,391.67,7920000.00,-1.49000
05.08.2020,400.79,389.62,406.92,384.84,8740000.00,2.87000
04.08.2020,389.62,385.86,402.01,381.3,9840000.00,0.99000
03.08.2020,385.8,372.26,397.73,368.46,9920000.00,3.69000
02.08.2020,372.08,387.15,415.08,335.76,16380000.00,-3.89000
01.08.2020,387.14,346.48,392.37,343.33,11030000.00,11.73000
31.07.2020,346.51,334.84,349.34,329.02,8690000.00,3.48000
30.07.2020,334.87,317.79,341.11,314.83,9070000.00,5.36000
29.07.2020,317.82,316.95,324.93,312.64,8720000.00,0.27000
28.07.2020,316.96,321.82,326.53,306.4,9910000.00,-1.5000
27.07.2020,321.8,311.12,332.57,311.04,13730000.00,3.43000
26.07.2020,311.13,305.32,318.54,300.33,9190000.00,01.сен
25.07.2020,305.32,279.33,308.57,279.33,8590000.00,09.мар
24.07.2020,279.33,275.33,287.01,268.54,7170000.00,1.45000
23.07.2020,275.34,263.29,279.53,260.7,8790000.00,4.58000
22.07.2020,263.28,245.54,266.42,241.89,6680000.00,7.23000
21.07.2020,245.53,236.1,246.49,235.67,6290000.00,3.99000
20.07.2020,236.1,239.03,239.71,234.51,5360000.00,-1.22000
19.07.2020,239.01,235.72,239.7,233.35,6610000.00,1.38000
18.07.2020,235.75,232.77,236.83,232.4,5790000.00,1.29000
17.07.2020,232.75,233.65,234.53,231.84,5880000.00,-0.39000
16.07.2020,233.65,238.62,239.47,230.44,6630000.00,-2.08000
15.07.2020,238.62,240.49,241.36,237.04,7350000.00,-0.78000
14.07.2020,240.5,239.75,242.08,237.21,7070000.00,0.32000
13.07.2020,239.73,242.84,245.04,237.71,8320000.00,-1.24000
12.07.2020,242.75,239.2,243.79,236.91,6810000.00,1.48000
11.07.2020,239.2,241.21,241.64,237.76,6420000.00,-0.85000
10.07.2020,241.26,242.01,242.17,236.19,6840000.00,-0.32000
09.07.2020,242.02,246.93,247.63,238.28,9020000.00,-2.01000
08.07.2020,246.99,239.26,248.76,238,12980000.00,3.24000
07.07.2020,239.25,241.56,243.43,234.92,6260000.00,-0.95000
06.07.2020,241.56,227.95,241.64,227.1,9450000.00,5.96000
05.07.2020,227.98,229.09,229.8,223.79,5410000.00,-0.51000
04.07.2020,229.15,225.09,230.4,224.8,5450000.00,1.79000
03.07.2020,225.12,226.42,228.14,224.77,5200000.00,-0.57000
02.07.2020,226.42,230.96,232.04,223.53,7280000.00,-1.96000
01.07.2020,230.95,225.61,232.47,224.33,6310000.00,2.36000
30.06.2020,225.63,227.88,228.57,223.23,5600000.00,-0.99000
29.06.2020,227.87,225.09,229.83,221.6,6800000.00,1.24000
28.06.2020,225.09,221.07,227.74,218.46,5910000.00,1.82000
27.06.2020,221.06,229.72,231.3,217.11,7210000.00,-3.75000
26.06.2020,229.67,232.57,233.5,228.16,6960000.00,-1.24000
25.06.2020,232.56,234.75,235.29,227.99,6480000.00,-0.93000
24.06.2020,234.75,243.2,249.23,231.56,9130000.00,-3.47000
23.06.2020,243.2,243.24,244.77,240.94,5160000.00,-0.02000
22.06.2020,243.25,228.11,246.39,227.69,7930000.00,6.63000
21.06.2020,228.13,228.87,231.18,227.38,4100000.00,-0.32000
20.06.2020,228.86,229.11,230.96,226.28,4540000.00,-0.11000
19.06.2020,229.11,231.34,231.94,226.97,5560000.00,-0.97000
18.06.2020,231.34,233.85,234.69,228.13,4960000.00,-1.09000
17.06.2020,233.88,235.37,236.55,228.63,5940000.00,-0.63000
16.06.2020,235.36,230.92,235.95,228.99,7030000.00,1.92000
15.06.2020,230.93,231.99,233.34,219.06,10180000.00,-0.47000
14.06.2020,232.02,238.23,238.48,230.52,5780000.00,-2.6000
13.06.2020,238.22,237.55,238.61,234.86,5270000.00,0.29000
12.06.2020,237.54,230.72,239.23,228.62,7340000.00,2.96000
11.06.2020,230.71,247.79,249.77,227.01,12400000.00,-6.89000
10.06.2020,247.78,243.82,249.51,242.54,7630000.00,1.62000
09.06.2020,243.82,246.19,249.45,240.18,6860000.00,-0.96000
08.06.2020,246.18,244.56,247.11,241.3,6550000.00,0.66000
07.06.2020,244.56,242,244.94,235.44,8100000.00,1.06000
06.06.2020,242,240.27,244.43,238.38,6620000.00,0.73000
05.06.2020,240.23,243.37,247.5,239.7,7750000.00,-1.29000
04.06.2020,243.37,244.53,246.41,236.68,8750000.00,-0.47000
03.06.2020,244.52,237.9,244.76,233.84,8150000.00,2.77000
02.06.2020,237.94,248.01,253.21,227.95,12690000.00,-4.05000
01.06.2020,247.97,231.8,249.81,230.85,11970000.00,6.97000
31.05.2020,231.81,243.63,245.33,230.31,12430000.00,-4.85000
30.05.2020,243.63,220.66,246.55,218.86,14340000.00,10.41000
29.05.2020,220.66,220.14,224.52,217.84,12360000.00,0.21000
28.05.2020,220.18,208.2,220.33,204.79,12510000.00,5.77000
27.05.2020,208.18,200.99,208.18,200.85,10280000.00,3.57000
26.05.2020,201,204.13,204.9,197.3,10440000.00,-1.53000
25.05.2020,204.13,199.99,205.52,198.57,10630000.00,2.08000
24.05.2020,199.97,206.65,210.4,199.97,11890000.00,-3.22000
23.05.2020,206.62,207.35,211.03,204.97,9910000.00,-0.35000
22.05.2020,207.35,198.75,209.04,196.68,12130000.00,4.33000
21.05.2020,198.75,210,211.58,192.11,14360000.00,-5.35000
20.05.2020,209.99,214.52,215.28,207.03,12190000.00,-2.11000
19.05.2020,214.51,214.88,215.75,209.79,13960000.00,-0.17000
18.05.2020,214.87,207,217,207,17730000.00,03.авг
17.05.2020,207,200.51,209.79,199.77,15780000.00,3.23000
16.05.2020,200.51,194.85,203.12,193.48,15520000.00,2.91000
15.05.2020,194.85,203.29,204.02,192.61,16620000.00,-4.15000
14.05.2020,203.3,199.58,205.82,196.21,20750000.00,1.86000
13.05.2020,199.58,189.82,200.82,188.59,17470000.00,5.13000
12.05.2020,189.84,185.82,192.04,185.68,15580000.00,2.09000
11.05.2020,185.96,187.77,193.26,177.43,26740000.00,-0.97000
10.05.2020,187.78,210.19,210.19,180.7,35980000.00,-10.68000
09.05.2020,210.22,211.47,214.5,208.83,20900000.00,-0.58000
08.05.2020,211.45,212,216.44,207.25,23080000.00,-0.26000
07.05.2020,212,199.05,214,197.36,26710000.00,6.51000
06.05.2020,199.04,205.36,210.62,198.79,24030000.00,-3.08000
05.05.2020,205.36,206.59,211.33,201.75,21050000.00,-0.61000
04.05.2020,206.61,209.85,210.63,195.25,27210000.00,-1.53000
03.05.2020,209.83,213.96,218.74,205.5,23120000.00,-1.93000
02.05.2020,213.96,212,215.15,210.51,18310000.00,0.92000
01.05.2020,212,206.23,216.99,206.06,23080000.00,02.авг
30.04.2020,206.22,215.42,227.05,202.59,35460000.00,-4.26000
29.04.2020,215.4,196.55,218.32,196.45,32870000.00,9.59000
28.04.2020,196.55,196.13,197.51,192.47,21810000.00,0.21000
27.04.2020,196.14,197.35,198.8,190.87,23330000.00,-0.61000
26.04.2020,197.35,194.01,199.3,192.52,23130000.00,1.72000
25.04.2020,194.01,187.57,197.35,186.03,21870000.00,3.43000
24.04.2020,187.58,185.48,189.33,185.19,19840000.00,1.14000
23.04.2020,185.46,182.72,192.4,178.54,28730000.00,01.май
22.04.2020,182.72,170.79,183.71,169.93,23810000.00,6.99000
21.04.2020,170.79,170.37,174.48,168.31,23630000.00,0.23000
20.04.2020,170.4,180.12,186.24,167.51,33680000.00,-5.4000
19.04.2020,180.13,187.47,188.23,177.24,23270000.00,-3.9000
18.04.2020,187.45,170.63,189.22,170.61,24750000.00,9.85000
17.04.2020,170.63,172.32,174.52,168.55,20050000.00,-0.97000
16.04.2020,172.31,152.9,174.28,148.91,32990000.00,12.69000
15.04.2020,152.9,158.43,161.06,152.44,20700000.00,-3.5000
14.04.2020,158.45,156.36,161.57,155.52,21200000.00,1.33000
13.04.2020,156.38,158.76,158.85,150.6,25300000.00,-1.48000
12.04.2020,158.73,158.18,164.75,155.17,22600000.00,0.35000
11.04.2020,158.18,157.85,161.37,154.01,19070000.00,0.2000
10.04.2020,157.86,169.67,170.1,152.52,28350000.00,-6.97000
09.04.2020,169.68,173.01,173.2,165.91,20660000.00,-1.92000
08.04.2020,173,164.71,174.23,163.73,24310000.00,5.03000
07.04.2020,164.71,171.07,175.78,162.75,35790000.00,-3.71000
06.04.2020,171.06,142.58,171.24,142.55,37890000.00,19.97000
05.04.2020,142.58,144.03,145.26,140.84,18170000.00,-0.99000
04.04.2020,144.01,141.13,145.71,139.36,19750000.00,2.03000
03.04.2020,141.14,141.29,146.46,138.01,23340000.00,-0.11000
02.04.2020,141.3,135.65,148.91,135.26,29420000.00,4.16000
01.04.2020,135.66,132.88,136.56,128.93,19450000.00,2.1000
31.03.2020,132.86,132.15,135.14,130.54,17300000.00,0.54000
30.03.2020,132.15,125.24,134.72,125.02,20710000.00,5.52000
29.03.2020,125.24,131.02,131.74,124.84,16330000.00,-4.42000
28.03.2020,131.03,131.74,132.68,125.48,21030000.00,-0.54000
27.03.2020,131.74,138.38,140.99,131.09,18180000.00,-4.8000
26.03.2020,138.38,136.08,139.22,133.69,17710000.00,янв.69
25.03.2020,136.07,138.59,141.88,133.06,24150000.00,-1.84000
24.03.2020,138.62,136,142.9,132.67,27100000.00,1.91000
23.03.2020,136.02,122.46,136.93,120.2,28620000.00,11.12000
22.03.2020,122.41,132.59,136.86,121.37,25250000.00,-7.67000
21.03.2020,132.58,133.32,137.33,126.01,27000000.00,-0.56000
20.03.2020,133.32,135.43,151.85,118.07,38740000.00,-1.56000
19.03.2020,135.43,117.76,141.05,115.59,33780000.00,15
18.03.2020,117.77,115.95,117.91,110.16,25800000.00,1.47000
17.03.2020,116.06,111.06,120.6,109.67,27090000.00,4.54000
16.03.2020,111.02,124.35,124.38,102.44,40250000.00,-10.72000
15.03.2020,124.35,122.67,132.13,120.93,26240000.00,1.35000
14.03.2020,122.69,134.02,134.58,121.27,26830000.00,-8.43000
13.03.2020,133.99,107.87,138.86,88.5,60700000.00,24.18000
12.03.2020,107.9,194.57,195.4,102.83,53510000.00,-44.55000
11.03.2020,194.58,200.61,202.96,182.15,21260000.00,-2.98000
10.03.2020,200.56,202.88,205.62,196.17,21870000.00,-1.13000
09.03.2020,202.85,199.21,208.23,190.73,30270000.00,1.85000
08.03.2020,199.16,237.3,237.3,196.71,24760000.00,-16.08000
07.03.2020,237.32,244.87,251.55,236.87,16900000.00,-3.1000
06.03.2020,244.9,228.46,244.98,227.71,17740000.00,07.фев
05.03.2020,228.45,224.36,233.96,224.34,17820000.00,1.81000
04.03.2020,224.38,223.94,228.66,220.74,14650000.00,0.2000
03.03.2020,223.94,231.9,232.37,220.34,18480000.00,-3.42000
02.03.2020,231.87,217.96,234.24,216.23,18120000.00,6.37000
01.03.2020,217.99,217.51,227.44,213,17170000.00,0.21000
29.02.2020,217.52,226.94,232.87,217.43,16340000.00,-4.15000
28.02.2020,226.93,227.6,234.55,214.47,24110000.00,-0.26000
27.02.2020,227.53,224.3,238.07,210.36,28830000.00,1.44000
26.02.2020,224.3,246.97,250.05,216.39,29550000.00,-9.18000
25.02.2020,246.96,265.63,266.17,245.75,20310000.00,-7.04000
24.02.2020,265.65,274.72,276.81,258.15,19960000.00,-3.3000
23.02.2020,274.72,261.65,275.3,261.24,16040000.00,апр.99
22.02.2020,261.64,265.14,266.71,256.97,13400000.00,-1.31000
21.02.2020,265.11,257.32,267.8,254.15,17460000.00,03.мар
20.02.2020,257.39,259.07,264.22,246.46,22070000.00,-0.67000
19.02.2020,259.12,282.33,285.75,253.88,20760000.00,-8.2000
18.02.2020,282.26,267.71,285.59,259.3,24150000.00,5.46000
17.02.2020,267.63,259.92,268.45,242.11,25610000.00,2.94000
16.02.2020,259.99,264.87,273.81,237.89,24820000.00,-1.84000
15.02.2020,264.87,285.17,287.93,262.45,22260000.00,-7.15000
14.02.2020,285.25,268.71,286.34,260.78,19990000.00,6.14000
13.02.2020,268.75,265.59,277.39,257.09,25050000.00,1.19000
12.02.2020,265.58,236.75,274.89,236.73,23790000.00,12.18000
11.02.2020,236.76,222.94,238.61,218.22,17390000.00,6.19000
10.02.2020,222.95,228.61,229.28,217.02,16500000.00,-2.47000
09.02.2020,228.59,223.23,230.38,223.07,14280000.00,02.апр
08.02.2020,223.23,223.47,227.55,213.75,15980000.00,-0.13000
07.02.2020,223.51,213.15,224.53,213.14,16730000.00,4.86000
06.02.2020,213.16,203.84,216.14,201.29,16440000.00,4.58000
05.02.2020,203.83,188.94,207.51,188.26,14670000.00,7.89000
04.02.2020,188.93,189.8,191.48,188.93,11560000.00,-0.45000
03.02.2020,189.79,188.48,194.92,187.16,11950000.00,0.69000
02.02.2020,188.5,183.58,193.25,179.49,14540000.00,2.65000
01.02.2020,183.64,179.88,184.17,179.36,13240000.00,2.08000
31.01.2020,179.91,184.6,185.67,175.46,11770000.00,-2.54000
30.01.2020,184.59,173.86,186.76,171.2,13020000.00,6.17000
29.01.2020,173.86,175.78,178.41,173.76,11270000.00,-1.07000
28.01.2020,175.74,170.27,176.06,170.27,12630000.00,3.21000
27.01.2020,170.27,167.91,171.97,165.45,12540000.00,1.41000
26.01.2020,167.9,160.4,168,159.55,9820000.00,4.65000
25.01.2020,160.44,162.56,162.72,157.87,9630000.00,-1.29000
24.01.2020,162.55,162.8,164.27,155.65,14880000.00,-0.15000
23.01.2020,162.8,168.15,168.25,159.78,14860000.00,-3.17000
22.01.2020,168.13,169.41,171.27,166.19,11300000.00,-0.76000
21.01.2020,169.41,166.87,169.79,165.53,11520000.00,1.52000
20.01.2020,166.87,166.92,169.24,161.61,11300000.00,-0.03000
19.01.2020,166.92,174.17,177.77,162.04,15840000.00,-4.17000
18.01.2020,174.19,170.18,179.29,165.34,17420000.00,2.33000
17.01.2020,170.22,164.39,173.96,162.33,18570000.00,3.57000
16.01.2020,164.36,166.44,167.18,159.08,16240000.00,-1.26000
15.01.2020,166.45,166.07,166.45,159.74,16660000.00,0.23000
14.01.2020,166.07,143.59,169.73,143.59,22850000.00,15.65000
13.01.2020,143.6,146.5,146.87,142.64,10260000.00,-1.95000
12.01.2020,146.46,142.65,146.46,142,10010000.00,2.66000
11.01.2020,142.67,144.81,147.68,142.23,12460000.00,-1.48000
10.01.2020,144.81,137.93,144.86,135.69,13370000.00,4.99000
09.01.2020,137.92,140.8,141.6,135.85,11380000.00,-2.05000
08.01.2020,140.81,143.01,147.55,137.61,13710000.00,-1.56000
07.01.2020,143.04,144.09,145.13,139.22,13580000.00,-0.73000
06.01.2020,144.08,135.59,144.27,135.17,14360000.00,6.26000
05.01.2020,135.59,134.32,138.33,134.32,12190000.00,0.94000
04.01.2020,134.33,134.3,135.57,132.76,11160000.00,0.04000
03.01.2020,134.27,127.19,134.86,126.05,15670000.00,5.56000
02.01.2020,127.19,130.75,130.77,126.74,11450000.00,-2.72000
01.01.2020,130.75,129.21,132.97,128.81,10350000.00,1.19000
